4428,4,Television programme,TV chat shows,Restaurants,16.243160696764214,13.086865238736745
4429,4,Television programme,Restaurants,Computers,10.927197478113133,15.537089986198957
4430,5,Sales,Television programme,Arts and music,12.307520703228391,36.21603582924049
4431,3,Films,Television programme,TV chat shows,9.603522672351913,35.21999290590741
4432,5,Reading,Television programme,Restaurants,8.128569736576576,33.73275172734639
4433,5,Travel,Vehicles,4x4s,5.405449104729505,5.329938075747895
4434,3,Television programme,Restaurants,Coffeehouses,3.0923969710928683,14.135250967919786
4435,4,Television programme,Restaurants,Coffeehouses,7.402183005455585,29.11120072418144
4436,5,Television programme,Restaurants,Politics and social issues,13.923495321926081,32.06195931367708
4437,3,Television programme,Restaurants,Vehicles,10.109571570475314,6.519102905622219
4438,4,Television programme,TV chat shows,Restaurants,9.994587164056684,16.12613107602304
4439,4,Television programme,Restaurants,Sports,4.449165815445355,16.73888204409417
4440,4,Television programme,TV chat shows,TV comedies,5.31586727495532,21.734613996758142
4441,4,Television programme,TV chat shows,TV comedies,7.051159548153661,28.805844479115052
4442,5,Television programme,TV chat shows,TV comedies,1.2831080801904111,26.407419834769
4443,4,Television programme,TV chat shows,TV comedies,2.2557238196645004,15.039235505319102
4444,5,Restaurants,Coffeehouses,Diners,7.523234751682028,15.583404566451431
4445,4,Music,Television programme,TV chat shows,6.393697014757739,24.452341607176102
4446,5,Television programme,Restaurants,Shopping,5.15521074873982,21.005419951974318
4447,3,Television programme,Restaurants,Mobile phones,12.53268995856482,12.846678785549436
4448,3,Restaurants,Coffeehouses,Diners,5.731391245499562,26.905516423854156
4449,3,Television programme,Restaurants,Vehicles,9.063616172778634,21.9538030804179
4450,5,Television programme,Alcoholic drink,Restaurants,16.445767916712995,20.109545251879442
4451,4,Music,Television programme,Restaurants,7.72401085419506,23.166492666757563
4452,3,Vehicles,4x4s,Automobiles,9.823936407499799,8.148254928476177
4453,4,Reading,Television programme,TV chat shows,19.06043477065966,18.249367614341285
4454,5,Television programme,TV chat shows,TV comedies,7.967068094486907,19.931281894636143
4455,5,Reading,Books,Restaurants,5.031906932252035,29.94780811926944
4456,4,Television programme,TV chat shows,TV comedies,3.6368489042922354,12.943284048565005
4457,4,Television programme,Restaurants,Coffeehouses,21.857452965777767,13.998986430458183
4458,4,Television programme,Restaurants,Vehicles,18.85885726574405,30.198752007493503
4459,4,Television programme,TV chat shows,TV comedies,16.431231579862335,16.5372139972681
4460,4,Music,Restaurants,Coffeehouses,12.399128331173898,24.515274893049714
4461,3,Television programme,Restaurants,Sports,17.846135251967056,9.47644205230703
4462,4,Television programme,TV chat shows,Travel,12.523026414592804,10.24860023019764
4463,4,Music,Television programme,Friendship,7.7705310252199755,9.799951509404057
4464,5,Vehicles,4x4s,Cosmetics,14.23997033282468,22.807843601479014
4465,3,Drinks,Pets,Vehicles,2.6124623798704745,9.198295888323113
4466,3,Television programme,Politics and social issues,Charity and causes,14.833571326945751,13.573953747898008
4467,5,Restaurants,Photography,Sculpture,6.893128478043634,36.561386233393804
4468,4,Reading,Television programme,TV chat shows,20.872347166517365,3.415668966460359
4469,4,Films,Television programme,TV chat shows,12.966466409726838,0.6461444154710829
4470,5,Television programme,Friendship,Marriage,14.088293883546097,11.201946529111911
4471,4,Business,Television programme,TV chat shows,7.368341268111542,9.119050963379447
4472,3,Television programme,TV chat shows,TV comedies,0.826890500251821,33.52581992674507
4473,5,Reading,Television programme,Restaurants,4.151793286543659,20.27576845350263
4474,3,Television programme,TV chat shows,Photography,17.536998359671607,0.9486970365928649
4475,5,Television programme,Drinks,Televisions,0.5528295329663582,14.181844688866024
4476,4,Television programme,Restaurants,Vehicles,20.206040737024388,0.8411000402160305
4477,4,Games,Reading,Restaurants,3.385050482584166,27.70417849260403
4478,4,Restaurants,Arts and music,Acting,13.552079249933822,25.29432710238237
4479,4,Television programme,Restaurants,Coffeehouses,12.31706011771225,31.357237220147958
4480,5,Films,Games,Television programme,9.140831594617568,40.18735744157994
4481,5,Television programme,Drinks,Coffee,7.013603385778399,25.248282634579837
4482,5,Business,Pets,Politics and social issues,17.11721317481979,6.114309057393994
4483,5,Music videos,Television programme,TV chat shows,21.09601239874887,18.20376787081008
4484,5,Vehicles,4x4s,Automobiles,21.837500077493278,12.365824334925623
4485,5,Games,Music,Restaurants,7.895910285793841,20.55439082301288
4486,4,Television programme,TV chat shows,TV comedies,11.03527757403735,31.999228618782944
4487,3,Video games,Restaurants,Coffeehouses,8.650727302557362,40.58170620276227
4488,3,Films,Restaurants,Arts and music,8.649955457095812,20.732793097030864
4489,5,Television programme,Restaurants,Politics and social issues,4.128883931965656,25.456284601595065
4490,4,Music,Television programme,Arts and music,6.951831782863367,20.839918341354377
4491,5,Restaurants,Arts and music,Politics and social issues,7.541795688423659,8.174994966305931
4492,3,Music,Television programme,Arts and music,3.421793728838236,2.4331731154071665
4493,5,Television programme,TV chat shows,TV comedies,4.768157045666512,8.650861272971799
4494,4,Television programme,Restaurants,Travel,7.1629932062476005,25.665986947110774
4495,5,Restaurants,Sports,Television programme,20.625641366859305,11.902700665451492
4496,3,Television programme,Restaurants,Beauty,20.179269216158957,9.327275044553726
4497,5,Sales,Television programme,Restaurants,14.957118200669356,13.425143993508245
4498,3,Games,Television programme,TV chat shows,13.237344164290846,10.463745840537559
4499,4,Television programme,TV chat shows,Restaurants,13.488275730522503,7.649043082836907
4500,5,Music,Restaurants,Coffeehouses,9.952577930745873,16.72719755966675
4501,4,Television programme,Restaurants,Vehicles,13.018187772855178,31.73689428332702
4502,4,Reading,Restaurants,Consumer electronics,9.625969128451079,7.1584596572542285
4503,5,Restaurants,Arts and music,Home and garden,7.525244716389816,20.734352395960492
4504,5,Music,Television programme,Restaurants,2.9912437254373643,25.41001321994939
4505,3,Television programme,Restaurants,Consumer electronics,12.935729617962613,31.34913011458336
4506,4,Rock music,Television programme,Restaurants,7.406373279581683,28.848732384328017
4507,4,Live events,Restaurants,Consumer electronics,12.687800824076573,20.60572978381083
4508,5,Restaurants,Coffeehouses,Diners,26.897716750659363,12.071323475725833
4509,5,Reading,Politics and social issues,Sports,11.643191150590171,1.8378442664369334
4510,4,Music,Television programme,Restaurants,17.12463570351388,2.527812984365715
4511,4,Video games,Restaurants,Travel,6.286522587314984,10.737681504922904
4512,5,Restaurants,Coffeehouses,Diners,8.313407732321448,2.55997018669059
4513,4,Restaurants,Coffeehouses,Diners,21.236486833911297,13.964557791102042
4514,4,Restaurants,Coffeehouses,Diners,11.735485489886123,16.47713414193694
4515,5,Television programme,Restaurants,Vehicles,7.9617384138511245,14.16984815137459
4516,5,Television programme,Restaurants,Vehicles,11.769766455931828,16.949253870577742
4517,4,Television programme,TV chat shows,TV comedies,12.782978559123178,8.848928013530404
4518,3,Alcoholic drink,Beauty,Televisions,10.349452346032958,17.09922456148815
4519,6,Live events,Television programme,Pets,14.330172438242808,10.878489154304773
4520,4,Live events,Television programme,Restaurants,10.83045579225128,4.8372995125035345
4521,5,Reading,Restaurants,Arts and music,2.5673287374926126,35.031392270777744
4522,4,Restaurants,Coffeehouses,Diners,7.018762556360048,15.510783262415785
4523,5,Arts and music,Sports,Software,4.412502588488365,12.244741674407212
4524,4,Films,Pets,Sports,25.39461809040918,21.08281467115635
4525,3,Television programme,TV chat shows,TV comedies,24.604321593573342,38.064949814273845
4526,4,Restaurants,Photography,Televisions,13.590592572173042,27.519109587478706
4527,4,Television programme,TV chat shows,Restaurants,17.203752663115694,20.311836054006594
4528,5,Restaurants,Arts and music,Travel,7.98238767318674,0.741273165047712
4529,4,Restaurants,Coffeehouses,Diners,9.818723914725632,21.115229250853965
4530,5,Television programme,Restaurants,Pets,6.406254140097143,26.222206499397615
4531,5,Television programme,Restaurants,Coffeehouses,10.056954779141742,33.83538762870271
4532,6,Television programme,Restaurants,Coffeehouses,9.320901827564784,14.498102251688685
4533,4,Restaurants,Coffeehouses,Diners,7.321666284774418,5.27378933063452
4534,4,Films,Television programme,TV chat shows,7.714434552697583,22.999967063149946
4535,4,Live events,Restaurants,Coffeehouses,17.030490880383987,10.938293330624521
4536,4,Television programme,TV chat shows,TV comedies,7.99133244560695,9.974702131279049
4537,5,Personal finance,Television programme,Restaurants,6.99073285201224,8.492974418285218
4538,4,Television programme,Restaurants,Coffeehouses,5.7136139550587846,2.03835514753683
4539,4,Restaurants,Arts and music,Acting,13.677566457284822,32.151968190135584
4540,4,Television programme,Restaurants,Vehicles,8.820669645406298,14.882861743876832
4541,4,Personal finance,Restaurants,Coffeehouses,0.22891372265788057,5.3545010337110615
4542,4,Restaurants,Coffeehouses,Diners,10.191002909473806,35.60206654866647
4543,5,Music,Vehicles,4x4s,1.1220445810856514,8.973107662251362
4544,3,Restaurants,Sports,Television programme,20.724453799763303,9.369242408135772
4545,5,Television programme,TV chat shows,TV comedies,13.270667760673735,15.131389727590342
4546,4,Photography,Vehicles,4x4s,12.532453996472203,3.0907540282193864
4547,3,Television programme,Restaurants,Computers,2.901136429817682,21.86086032909374
4548,5,Video games,Television programme,Restaurants,3.08335378475019,29.197001132269314
4549,5,Personal finance,Television programme,TV chat shows,12.254907917202178,22.52248000780065
4550,4,Personal finance,Television programme,Restaurants,17.78138987093961,6.105097723002981
4551,4,Reading,Television programme,TV chat shows,1.4606104377438935,0.34993965322597553
4552,4,Music videos,Restaurants,Sports,2.605564535035695,18.853128953298263
4553,3,Restaurants,Coffeehouses,Diners,12.415369060120938,6.96875220874199
4554,4,Restaurants,Coffeehouses,Software,11.16997022774004,23.08589789240345
4555,4,Television programme,TV chat shows,TV comedies,13.111818874057839,0.07224925996733234
4556,3,Restaurants,Travel,Consumer electronics,9.71326846303984,13.176520410578707
4557,4,Television programme,Restaurants,Sports,6.561623391234148,14.929059212408427
4558,5,Television programme,Restaurants,Consumer electronics,3.3364008233293276,7.319309758354865
4559,5,Television programme,Restaurants,Clothing,6.917246182519272,7.623387752009547
4560,4,Television programme,Restaurants,Vehicles,11.628229280349053,21.563252656327137
4561,4,Drinks,Politics and social issues,Vehicles,10.852804116835047,4.801185137005538
4562,4,Sales,Restaurants,Coffeehouses,23.337610836353797,15.533928516936065
4563,4,Television programme,Pets,Birds,2.3296321852291166,18.050149471871606
4564,5,Television programme,TV chat shows,TV comedies,8.860094924461395,34.900618291116785
4565,5,Television programme,Restaurants,Sports,6.353221255751816,8.283532426356835
4566,4,Television programme,Restaurants,Consumer electronics,4.120266119905854,8.376132672487497
4567,5,Pop music,Rock music,Television programme,11.94458089520274,39.76176916377374
4568,5,Television programme,Restaurants,Sports,17.93612142289099,17.529446194776366
4569,4,Video games,Television programme,TV chat shows,10.276965378375948,29.659752235332697
4570,4,Television programme,Restaurants,Vehicles,21.466218166978518,3.8047819714644415
4571,6,Television programme,TV chat shows,TV comedies,12.974272108285698,21.18592974025881
4572,5,Television programme,Restaurants,Fashion accessories,8.368562567997026,23.653710926555824
4573,4,Live events,Sports,Mobile phones,9.502447597356102,26.126817055291532
4574,3,Television programme,Restaurants,Arts and music,10.873198185517428,18.351142313519457
4575,4,Television programme,TV chat shows,TV comedies,13.137976439657933,11.21605369968316
4576,4,Television programme,TV chat shows,Restaurants,9.495642790583435,19.247414675231376
4577,5,Television programme,TV chat shows,TV comedies,9.738346775956957,22.4573046942769
4578,4,Games,Television programme,Restaurants,3.4318118433108786,7.34171671695224
4579,4,Live events,Television programme,TV chat shows,12.256661897614986,13.884582109940077
4580,4,Games,Television programme,Restaurants,1.1575595903387494,10.337066472126931
4581,5,Restaurants,Coffeehouses,Diners,10.072875640581454,1.6796550878207164
4582,5,Vehicles,4x4s,Automobiles,5.034533799086877,17.790960769434278
4583,5,Television programme,TV chat shows,TV comedies,7.783393194970617,42.227694536626316
4584,3,Music,Television programme,Restaurants,12.26693975129282,4.467456005508318
4585,4,Television programme,Restaurants,Sports,2.8945251026709604,4.002331324780263
4586,5,Television programme,TV chat shows,Restaurants,14.679219284146019,26.741681229831947
4587,3,Television programme,TV chat shows,Restaurants,14.051536209512026,1.8122359962472654
4588,5,Games,Music,Television programme,5.783289639362099,34.00245533891706
4589,5,Restaurants,Travel,Adventure travel,5.122207909369103,14.94698263052587
4590,4,Personal finance,Arts and music,Vehicles,7.072866260726113,14.587683068593345
4591,5,Television programme,TV chat shows,Restaurants,12.311966693361013,12.730706521274188
4592,4,Rock music,Restaurants,Coffeehouses,9.257967517203372,15.565919406536002
4593,4,Games,Television programme,TV chat shows,5.10575381657129,10.99682847486307
